source,target,weight
Alexandria; LA,Natchez; MS-LA,16
Alexandria; LA,Natchitoches; LA,89
Alexandria; LA,New Orleans-Metairie; LA,86
Alexandria; LA,Opelousas; LA,27
Alexandria; LA,Phoenix-Mesa-Scottsdale; AZ,10
Alexandria; LA,Ruston; LA,14
Alexandria; LA,San Antonio-New Braunfels; TX,13
Alexandria; LA,Shreveport-Bossier City; LA,105
Alexandria; MN,Bemidji; MN,11
Alexandria; MN,Brainerd; MN,10
Alexandria; MN,Duluth; MN-WI,10
Alexandria; MN,Fargo; ND-MN,58
Alexandria; MN,Fergus Falls; MN,69
Alexandria; MN,Minneapolis-St. Paul-Bloomington; MN-WI,155
Alexandria; MN,Phoenix-Mesa-Scottsdale; AZ,10
Alexandria; MN,St. Cloud; MN,60
Alexandria; MN,Willmar; MN,13
Alice; TX,Austin-Round Rock; TX,17
Alice; TX,Beeville; TX,14
Alice; TX,Brownsville-Harlingen; TX,10
Alice; TX,Corpus Christi; TX,344
Alice; TX,Dallas-Fort Worth-Arlington; TX,11
Alice; TX,Houston-The Woodlands-Sugar Land; TX,40
Alice; TX,Kingsville; TX,49
Alice; TX,Laredo; TX,17
Alice; TX,McAllen-Edinburg-Mission; TX,35
Alice; TX,San Antonio-New Braunfels; TX,109
Allentown-Bethlehem-Easton; PA-NJ,Atlanta-Sandy Springs-Roswell; GA,87
Allentown-Bethlehem-Easton; PA-NJ,Atlantic City-Hammonton; NJ,20
Allentown-Bethlehem-Easton; PA-NJ,Austin-Round Rock; TX,206
Allentown-Bethlehem-Easton; PA-NJ,Baltimore-Columbia-Towson; MD,106
Allentown-Bethlehem-Easton; PA-NJ,Binghamton; NY,10
Allentown-Bethlehem-Easton; PA-NJ,Bloomsburg-Berwick; PA,13
Allentown-Bethlehem-Easton; PA-NJ,Boston-Cambridge-Newton; MA-NH,50
Allentown-Bethlehem-Easton; PA-NJ,Bowling Green; KY,15
Allentown-Bethlehem-Easton; PA-NJ,Bridgeport-Stamford-Norwalk; CT,15
Allentown-Bethlehem-Easton; PA-NJ,Buffalo-Cheektowaga-Niagara Falls; NY,21
Allentown-Bethlehem-Easton; PA-NJ,Cape Coral-Fort Myers; FL,68
Allentown-Bethlehem-Easton; PA-NJ,Charlotte-Concord-Gastonia; NC-SC,49
Allentown-Bethlehem-Easton; PA-NJ,Chicago-Naperville-Elgin; IL-IN-WI,44
Allentown-Bethlehem-Easton; PA-NJ,Cleveland-Elyria; OH,15
Allentown-Bethlehem-Easton; PA-NJ,Colorado Springs; CO,13
Allentown-Bethlehem-Easton; PA-NJ,Dallas-Fort Worth-Arlington; TX,62
Allentown-Bethlehem-Easton; PA-NJ,Deltona-Daytona Beach-Ormond Beach; FL,44
Allentown-Bethlehem-Easton; PA-NJ,Dover; DE,13
Allentown-Bethlehem-Easton; PA-NJ,Durham-Chapel Hill; NC,13
Allentown-Bethlehem-Easton; PA-NJ,East Stroudsburg; PA,701
Allentown-Bethlehem-Easton; PA-NJ,Fayetteville; NC,14
Allentown-Bethlehem-Easton; PA-NJ,Harrisburg-Carlisle; PA,125
Allentown-Bethlehem-Easton; PA-NJ,Hartford-West Hartford-East Hartford; CT,19
Allentown-Bethlehem-Easton; PA-NJ,Hilton Head Island-Bluffton-Beaufort; SC,13
Allentown-Bethlehem-Easton; PA-NJ,Houston-The Woodlands-Sugar Land; TX,78
Allentown-Bethlehem-Easton; PA-NJ,Jacksonville; FL,25
Allentown-Bethlehem-Easton; PA-NJ,Killeen-Temple; TX,12
Allentown-Bethlehem-Easton; PA-NJ,Lakeland-Winter Haven; FL,46
Allentown-Bethlehem-Easton; PA-NJ,Lancaster; PA,123
Allentown-Bethlehem-Easton; PA-NJ,Las Vegas-Henderson-Paradise; NV,43
Allentown-Bethlehem-Easton; PA-NJ,Lebanon; PA,48
Allentown-Bethlehem-Easton; PA-NJ,Los Angeles-Long Beach-Anaheim; CA,67
Allentown-Bethlehem-Easton; PA-NJ,Miami-Fort Lauderdale-West Palm Beach; FL,208
Allentown-Bethlehem-Easton; PA-NJ,Myrtle Beach-Conway-North Myrtle Beach; SC-NC,58
Allentown-Bethlehem-Easton; PA-NJ,Naples-Immokalee-Marco Island; FL,28
Allentown-Bethlehem-Easton; PA-NJ,New Haven-Milford; CT,19
Allentown-Bethlehem-Easton; PA-NJ,New York-Newark-Jersey City; NY-NJ-PA,3129
Allentown-Bethlehem-Easton; PA-NJ,North Port-Sarasota-Bradenton; FL,74
Allentown-Bethlehem-Easton; PA-NJ,Ocala; FL,26
Allentown-Bethlehem-Easton; PA-NJ,Orlando-Kissimmee-Sanford; FL,275
Allentown-Bethlehem-Easton; PA-NJ,Palm Bay-Melbourne-Titusville; FL,42
Allentown-Bethlehem-Easton; PA-NJ,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,1959
Allentown-Bethlehem-Easton; PA-NJ,Phoenix-Mesa-Scottsdale; AZ,77
Allentown-Bethlehem-Easton; PA-NJ,Pittsburgh; PA,81
Allentown-Bethlehem-Easton; PA-NJ,Port St. Lucie; FL,13
Allentown-Bethlehem-Easton; PA-NJ,Pottsville; PA,325
Allentown-Bethlehem-Easton; PA-NJ,Punta Gorda; FL,11
Allentown-Bethlehem-Easton; PA-NJ,Raleigh; NC,46
Allentown-Bethlehem-Easton; PA-NJ,Reading; PA,615
Allentown-Bethlehem-Easton; PA-NJ,Richmond; VA,12
Allentown-Bethlehem-Easton; PA-NJ,Riverside-San Bernardino-Ontario; CA,10
Allentown-Bethlehem-Easton; PA-NJ,Rochester; NY,12
Allentown-Bethlehem-Easton; PA-NJ,Salisbury; MD-DE,51
Allentown-Bethlehem-Easton; PA-NJ,Salt Lake City; UT,24
Allentown-Bethlehem-Easton; PA-NJ,San Antonio-New Braunfels; TX,21
Allentown-Bethlehem-Easton; PA-NJ,San Diego-Carlsbad; CA,60
Allentown-Bethlehem-Easton; PA-NJ,San Francisco-Oakland-Hayward; CA,11
Allentown-Bethlehem-Easton; PA-NJ,San Jose-Sunnyvale-Santa Clara; CA,19
Allentown-Bethlehem-Easton; PA-NJ,Scranton--Wilkes-Barre--Hazleton; PA,359
Allentown-Bethlehem-Easton; PA-NJ,Seattle-Tacoma-Bellevue; WA,33
Allentown-Bethlehem-Easton; PA-NJ,Springfield; MA,12
Allentown-Bethlehem-Easton; PA-NJ,State College; PA,28
Allentown-Bethlehem-Easton; PA-NJ,Sunbury; PA,10
Allentown-Bethlehem-Easton; PA-NJ,Tampa-St. Petersburg-Clearwater; FL,158
Allentown-Bethlehem-Easton; PA-NJ,The Villages; FL,21
Allentown-Bethlehem-Easton; PA-NJ,Trenton; NJ,53
Allentown-Bethlehem-Easton; PA-NJ,Tucson; AZ,13
Allentown-Bethlehem-Easton; PA-NJ,Virginia Beach-Norfolk-Newport News; VA-NC,12
Allentown-Bethlehem-Easton; PA-NJ,Washington-Arlington-Alexandria; DC-VA-MD-WV,130
Allentown-Bethlehem-Easton; PA-NJ,Williamsport; PA,14
Allentown-Bethlehem-Easton; PA-NJ,Worcester; MA-CT,13
Allentown-Bethlehem-Easton; PA-NJ,York-Hanover; PA,56
Alma; MI,Ann Arbor; MI,11
Alma; MI,Detroit-Warren-Dearborn; MI,24
Alma; MI,Grand Rapids-Wyoming; MI,134
Alma; MI,Kalamazoo-Portage; MI,10
Alma; MI,Lansing-East Lansing; MI,145
Alma; MI,Midland; MI,66
Alma; MI,Mount Pleasant; MI,124
Alma; MI,Owosso; MI,21
Alma; MI,Saginaw; MI,46
Alma; MI,Traverse City; MI,14
Alpena; MI,Ann Arbor; MI,11
Alpena; MI,Detroit-Warren-Dearborn; MI,67
Alpena; MI,Grand Rapids-Wyoming; MI,20
Alpena; MI,Kalamazoo-Portage; MI,10
Alpena; MI,Traverse City; MI,19
Altoona; PA,Chambersburg-Waynesboro; PA,16
Altoona; PA,DuBois; PA,44
Altoona; PA,Harrisburg-Carlisle; PA,41
Altoona; PA,Huntingdon; PA,94
Altoona; PA,Indiana; PA,15
Altoona; PA,Johnstown; PA,202
Altoona; PA,Lancaster; PA,14
Altoona; PA,Lewistown; PA,12
Altoona; PA,Los Angeles-Long Beach-Anaheim; CA,10
Altoona; PA,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,36
Altoona; PA,Pittsburgh; PA,128
Altoona; PA,Somerset; PA,12
Altoona; PA,State College; PA,92
Altoona; PA,Washington-Arlington-Alexandria; DC-VA-MD-WV,11
Altoona; PA,York-Hanover; PA,18
Altus; OK,Amarillo; TX,11
Altus; OK,Charleston-North Charleston; SC,12
Altus; OK,Colorado Springs; CO,10
Altus; OK,Dallas-Fort Worth-Arlington; TX,11
Altus; OK,Las Vegas-Henderson-Paradise; NV,14
Altus; OK,Lawton; OK,47
Altus; OK,Oklahoma City; OK,130
Altus; OK,San Antonio-New Braunfels; TX,19
Altus; OK,Seattle-Tacoma-Bellevue; WA,19
Altus; OK,Spokane-Spokane Valley; WA,14
Altus; OK,Tulsa; OK,12
Altus; OK,Wichita; KS,15
Altus; OK,Wichita Falls; TX,16
Amarillo; TX,Abilene; TX,14
Amarillo; TX,Albuquerque; NM,34
Amarillo; TX,Austin-Round Rock; TX,175
Amarillo; TX,Borger; TX,130
Amarillo; TX,Chicago-Naperville-Elgin; IL-IN-WI,10
Amarillo; TX,College Station-Bryan; TX,11
Amarillo; TX,Colorado Springs; CO,37
Amarillo; TX,Corpus Christi; TX,14
Amarillo; TX,Dallas-Fort Worth-Arlington; TX,633
Amarillo; TX,Denver-Aurora-Lakewood; CO,62
Amarillo; TX,Dumas; TX,141
Amarillo; TX,El Paso; TX,33
Amarillo; TX,Guymon; OK,37
Amarillo; TX,Hereford; TX,108
Amarillo; TX,Houston-The Woodlands-Sugar Land; TX,162
Amarillo; TX,Indianapolis-Carmel-Anderson; IN,11
Amarillo; TX,Kansas City; MO-KS,10
Amarillo; TX,Killeen-Temple; TX,11
Amarillo; TX,Las Vegas-Henderson-Paradise; NV,28
Amarillo; TX,Liberal; KS,11
Amarillo; TX,Los Angeles-Long Beach-Anaheim; CA,25
Amarillo; TX,Lubbock; TX,251
Amarillo; TX,McAllen-Edinburg-Mission; TX,11
Amarillo; TX,Midland; TX,60
Amarillo; TX,Minneapolis-St. Paul-Bloomington; MN-WI,10
Amarillo; TX,Odessa; TX,45
Amarillo; TX,Oklahoma City; OK,72
Amarillo; TX,Pampa; TX,130
Amarillo; TX,Phoenix-Mesa-Scottsdale; AZ,61
Amarillo; TX,Plainview; TX,45
Amarillo; TX,San Angelo; TX,12
Amarillo; TX,San Antonio-New Braunfels; TX,133
Amarillo; TX,Seattle-Tacoma-Bellevue; WA,14
Amarillo; TX,Tulsa; OK,32
Amarillo; TX,Tyler; TX,16
Amarillo; TX,Waco; TX,11
Amarillo; TX,Wichita; KS,14
Amarillo; TX,Wichita Falls; TX,25
Americus; GA,Albany; GA,66
Americus; GA,Atlanta-Sandy Springs-Roswell; GA,53
Americus; GA,Columbus; GA-AL,55
Americus; GA,Cordele; GA,26
Americus; GA,Macon; GA,14
Americus; GA,Warner Robins; GA,35
Ames; IA,Austin-Round Rock; TX,11
Ames; IA,Boone; IA,198
Ames; IA,Cedar Rapids; IA,56
Ames; IA,Chicago-Naperville-Elgin; IL-IN-WI,33
Ames; IA,Dallas-Fort Worth-Arlington; TX,11
Ames; IA,Davenport-Moline-Rock Island; IA-IL,31
Ames; IA,Denver-Aurora-Lakewood; CO,13
Ames; IA,Des Moines-West Des Moines; IA,788
Ames; IA,Fort Collins; CO,10
Ames; IA,Fort Dodge; IA,23
Ames; IA,Houston-The Woodlands-Sugar Land; TX,10
Ames; IA,Iowa City; IA,44
Ames; IA,Kansas City; MO-KS,32
Ames; IA,Lincoln; NE,14
Ames; IA,Los Angeles-Long Beach-Anaheim; CA,14
Ames; IA,Madison; WI,13
Ames; IA,Marshalltown; IA,50
Ames; IA,Minneapolis-St. Paul-Bloomington; MN-WI,62
Ames; IA,Newton; IA,20
Ames; IA,Omaha-Council Bluffs; NE-IA,50
Ames; IA,Phoenix-Mesa-Scottsdale; AZ,15
Ames; IA,Raleigh; NC,12
Ames; IA,Rochester; MN,11
Ames; IA,Seattle-Tacoma-Bellevue; WA,16
Ames; IA,Waterloo-Cedar Falls; IA,46
Amsterdam; NY,Albany-Schenectady-Troy; NY,386
Amsterdam; NY,Gloversville; NY,307
Amsterdam; NY,Oneonta; NY,16
Amsterdam; NY,Utica-Rome; NY,73
Anchorage; AK,Aberdeen; WA,11
Anchorage; AK,Abilene; TX,21
Anchorage; AK,Alamogordo; NM,18
Anchorage; AK,Albuquerque; NM,34
Anchorage; AK,Atlanta-Sandy Springs-Roswell; GA,75
Anchorage; AK,Augusta-Richmond County; GA-SC,21
Anchorage; AK,Austin-Round Rock; TX,161
Anchorage; AK,Bakersfield; CA,30
Anchorage; AK,Baltimore-Columbia-Towson; MD,21
Anchorage; AK,Bellingham; WA,30
Anchorage; AK,Bend-Redmond; OR,51
Anchorage; AK,Billings; MT,22
Anchorage; AK,Boise City; ID,137
Anchorage; AK,Boston-Cambridge-Newton; MA-NH,32
Anchorage; AK,Boulder; CO,15
Anchorage; AK,Bozeman; MT,19
Anchorage; AK,Bremerton-Silverdale; WA,34
Anchorage; AK,Buffalo-Cheektowaga-Niagara Falls; NY,11
Anchorage; AK,Cape Coral-Fort Myers; FL,33
Anchorage; AK,Charleston-North Charleston; SC,13
Anchorage; AK,Charlotte-Concord-Gastonia; NC-SC,22
Anchorage; AK,Cheyenne; WY,19
Anchorage; AK,Chicago-Naperville-Elgin; IL-IN-WI,41
Anchorage; AK,Clarksville; TN-KY,46
Anchorage; AK,Clovis; NM,22
Anchorage; AK,Coeur d'Alene; ID,36
Anchorage; AK,Colorado Springs; CO,132
Anchorage; AK,Columbia; SC,15
Anchorage; AK,Columbus; GA-AL,23
Anchorage; AK,Columbus; OH,16
Anchorage; AK,Crestview-Fort Walton Beach-Destin; FL,39
Anchorage; AK,Dallas-Fort Worth-Arlington; TX,160
Anchorage; AK,Dayton; OH,22
Anchorage; AK,Deltona-Daytona Beach-Ormond Beach; FL,17
Anchorage; AK,Denver-Aurora-Lakewood; CO,137
Anchorage; AK,Detroit-Warren-Dearborn; MI,26
Anchorage; AK,Dover; DE,14
Anchorage; AK,Dunn; NC,16
Anchorage; AK,Durango; CO,11
Anchorage; AK,Elizabethtown-Fort Knox; KY,11
Anchorage; AK,El Paso; TX,62
Anchorage; AK,Eugene; OR,43
Anchorage; AK,Eureka-Arcata-Fortuna; CA,15
Anchorage; AK,Fairbanks; AK,268
Anchorage; AK,Fayetteville; NC,95
Anchorage; AK,Fort Collins; CO,40
Anchorage; AK,Fort Leonard Wood; MO,29
Anchorage; AK,Fort Polk South; LA,16
Anchorage; AK,Fresno; CA,22
Anchorage; AK,Gainesville; FL,13
Anchorage; AK,Goldsboro; NC,19
Anchorage; AK,Grand Junction; CO,10
Anchorage; AK,Grand Rapids-Wyoming; MI,18
Anchorage; AK,Grants Pass; OR,11
Anchorage; AK,Great Falls; MT,17
Anchorage; AK,Greeley; CO,11
Anchorage; AK,Greenville-Anderson-Mauldin; SC,13
Anchorage; AK,Hilo; HI,56
Anchorage; AK,Hinesville; GA,10
Anchorage; AK,Houston-The Woodlands-Sugar Land; TX,285
Anchorage; AK,Huntsville; AL,15
Anchorage; AK,Indianapolis-Carmel-Anderson; IN,12
Anchorage; AK,Jacksonville; FL,16
Anchorage; AK,Junction City; KS,12
Anchorage; AK,Juneau; AK,105
Anchorage; AK,Kansas City; MO-KS,12
Anchorage; AK,Kennewick-Richland; WA,23
Anchorage; AK,Ketchikan; AK,17
Anchorage; AK,Killeen-Temple; TX,61
Anchorage; AK,Lake Havasu City-Kingman; AZ,20
Anchorage; AK,Lakeland-Winter Haven; FL,13
Anchorage; AK,Las Cruces; NM,11
Anchorage; AK,Las Vegas-Henderson-Paradise; NV,259
Anchorage; AK,Lawton; OK,16
Anchorage; AK,Little Rock-North Little Rock-Conway; AR,32
Anchorage; AK,Longview; WA,11
Anchorage; AK,Los Angeles-Long Beach-Anaheim; CA,165
Anchorage; AK,Louisville/Jefferson County; KY-IN,10
Anchorage; AK,Madison; WI,12
Anchorage; AK,Manhattan; KS,10
Anchorage; AK,Medford; OR,30
Anchorage; AK,Memphis; TN-MS-AR,19
Anchorage; AK,Miami-Fort Lauderdale-West Palm Beach; FL,199
Anchorage; AK,Milwaukee-Waukesha-West Allis; WI,14
Anchorage; AK,Minneapolis-St. Paul-Bloomington; MN-WI,63
Anchorage; AK,Minot; ND,30
Anchorage; AK,Missoula; MT,19
Anchorage; AK,Mobile; AL,11
Anchorage; AK,Modesto; CA,13
Anchorage; AK,Mountain Home; ID,19
Anchorage; AK,Mount Vernon-Anacortes; WA,10
Anchorage; AK,Naples-Immokalee-Marco Island; FL,12
Anchorage; AK,Nashville-Davidson--Murfreesboro--Franklin; TN,17
Anchorage; AK,New York-Newark-Jersey City; NY-NJ-PA,68
Anchorage; AK,North Port-Sarasota-Bradenton; FL,12
Anchorage; AK,Ocala; FL,14
Anchorage; AK,Ogden-Clearfield; UT,29
Anchorage; AK,Oklahoma City; OK,43
Anchorage; AK,Olympia-Tumwater; WA,43
Anchorage; AK,Omaha-Council Bluffs; NE-IA,25
Anchorage; AK,Orlando-Kissimmee-Sanford; FL,56
Anchorage; AK,Oxnard-Thousand Oaks-Ventura; CA,14
Anchorage; AK,Palm Bay-Melbourne-Titusville; FL,19
Anchorage; AK,Panama City; FL,28
Anchorage; AK,Pensacola-Ferry Pass-Brent; FL,31
Anchorage; AK,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,16
Anchorage; AK,Phoenix-Mesa-Scottsdale; AZ,333
Anchorage; AK,Pittsburgh; PA,17
Anchorage; AK,Port Angeles; WA,14
Anchorage; AK,Portland-South Portland; ME,10
Anchorage; AK,Portland-Vancouver-Hillsboro; OR-WA,321
Anchorage; AK,Prescott; AZ,44
Anchorage; AK,Provo-Orem; UT,23
Anchorage; AK,Raleigh; NC,17
Anchorage; AK,Rapid City; SD,18
Anchorage; AK,Redding; CA,13
Anchorage; AK,Reno; NV,35
Anchorage; AK,Richmond; VA,10
Anchorage; AK,Riverside-San Bernardino-Ontario; CA,76
Anchorage; AK,Roseburg; OR,10
Anchorage; AK,Sacramento--Roseville--Arden-Arcade; CA,65
Anchorage; AK,St. George; UT,19
Anchorage; AK,St. Louis; MO-IL,36
Anchorage; AK,Salem; OR,29
Anchorage; AK,Salinas; CA,11
Anchorage; AK,Salt Lake City; UT,78
Anchorage; AK,San Angelo; TX,11
Anchorage; AK,San Antonio-New Braunfels; TX,115
Anchorage; AK,San Diego-Carlsbad; CA,98
Anchorage; AK,San Francisco-Oakland-Hayward; CA,79
Anchorage; AK,San Jose-Sunnyvale-Santa Clara; CA,26
Anchorage; AK,San Luis Obispo-Paso Robles-Arroyo Grande; CA,11
Anchorage; AK,Santa Fe; NM,19
Anchorage; AK,Santa Maria-Santa Barbara; CA,15
Anchorage; AK,Santa Rosa; CA,12
Anchorage; AK,Seattle-Tacoma-Bellevue; WA,546
Anchorage; AK,Shreveport-Bossier City; LA,15
Anchorage; AK,Sierra Vista-Douglas; AZ,20
Anchorage; AK,Spokane-Spokane Valley; WA,112
Anchorage; AK,Sumter; SC,14
Anchorage; AK,Tampa-St. Petersburg-Clearwater; FL,100
Anchorage; AK,Truckee-Grass Valley; CA,10
Anchorage; AK,Tucson; AZ,87
Anchorage; AK,Tulsa; OK,21
Anchorage; AK,Urban Honolulu; HI,162
Anchorage; AK,Valdosta; GA,18
Anchorage; AK,Vallejo-Fairfield; CA,44
Anchorage; AK,Virginia Beach-Norfolk-Newport News; VA-NC,56
Anchorage; AK,Warner Robins; GA,10
Anchorage; AK,Warrensburg; MO,12
Anchorage; AK,Washington-Arlington-Alexandria; DC-VA-MD-WV,106
Anchorage; AK,Watertown-Fort Drum; NY,28
Anchorage; AK,Wichita; KS,14
Anchorage; AK,Yuba City; CA,10
Andrews; TX,Big Spring; TX,10
Andrews; TX,Dallas-Fort Worth-Arlington; TX,10
Andrews; TX,Hobbs; NM,13
Andrews; TX,Houston-The Woodlands-Sugar Land; TX,11
Andrews; TX,Lubbock; TX,22
Andrews; TX,Midland; TX,51
Andrews; TX,Odessa; TX,70
Andrews; TX,San Angelo; TX,11
Andrews; TX,San Antonio-New Braunfels; TX,13
Angola; IN,Auburn; IN,156
Angola; IN,Battle Creek; MI,11
Angola; IN,Coldwater; MI,48
Angola; IN,Fort Wayne; IN,127
Angola; IN,Hillsdale; MI,18
Angola; IN,Indianapolis-Carmel-Anderson; IN,22
Angola; IN,Kendallville; IN,38
Ann Arbor; MI,Adrian; MI,240
Ann Arbor; MI,Alpena; MI,13
Ann Arbor; MI,Asheville; NC,12
Ann Arbor; MI,Atlanta-Sandy Springs-Roswell; GA,95
Ann Arbor; MI,Austin-Round Rock; TX,65
Ann Arbor; MI,Baltimore-Columbia-Towson; MD,38
Ann Arbor; MI,Battle Creek; MI,24
Ann Arbor; MI,Bay City; MI,10
Ann Arbor; MI,Birmingham-Hoover; AL,12
Ann Arbor; MI,Boston-Cambridge-Newton; MA-NH,139
Ann Arbor; MI,Boulder; CO,25
Ann Arbor; MI,Bridgeport-Stamford-Norwalk; CT,11
Ann Arbor; MI,Buffalo-Cheektowaga-Niagara Falls; NY,15
Ann Arbor; MI,Cape Coral-Fort Myers; FL,30
Ann Arbor; MI,Champaign-Urbana; IL,14
Ann Arbor; MI,Charlotte-Concord-Gastonia; NC-SC,37
Ann Arbor; MI,Chattanooga; TN-GA,10
Ann Arbor; MI,Chicago-Naperville-Elgin; IL-IN-WI,408
Ann Arbor; MI,Cincinnati; OH-KY-IN,44
Ann Arbor; MI,Cleveland-Elyria; OH,61
Ann Arbor; MI,Coldwater; MI,11
Ann Arbor; MI,Colorado Springs; CO,15
Ann Arbor; MI,Columbia; SC,10
Ann Arbor; MI,Columbus; OH,76
Ann Arbor; MI,Dallas-Fort Worth-Arlington; TX,85
Ann Arbor; MI,Dayton; OH,11
Ann Arbor; MI,Denver-Aurora-Lakewood; CO,58
Ann Arbor; MI,Detroit-Warren-Dearborn; MI,4228
Ann Arbor; MI,Durham-Chapel Hill; NC,50
Ann Arbor; MI,Fayetteville; NC,10
Ann Arbor; MI,Flint; MI,99
Ann Arbor; MI,Fort Wayne; IN,12
Ann Arbor; MI,Gainesville; FL,13
Ann Arbor; MI,Grand Rapids-Wyoming; MI,186
Ann Arbor; MI,Greensboro-High Point; NC,13
Ann Arbor; MI,Hartford-West Hartford-East Hartford; CT,12
Ann Arbor; MI,Hillsdale; MI,23
Ann Arbor; MI,Holland; MI,14
Ann Arbor; MI,Houston-The Woodlands-Sugar Land; TX,75
Ann Arbor; MI,Indianapolis-Carmel-Anderson; IN,50
Ann Arbor; MI,Jackson; MI,267
Ann Arbor; MI,Jacksonville; FL,14
Ann Arbor; MI,Kalamazoo-Portage; MI,80
Ann Arbor; MI,Kansas City; MO-KS,10
Ann Arbor; MI,Lafayette-West Lafayette; IN,13
Ann Arbor; MI,Lakeland-Winter Haven; FL,14
Ann Arbor; MI,Lansing-East Lansing; MI,218
Ann Arbor; MI,Las Vegas-Henderson-Paradise; NV,23
Ann Arbor; MI,Lexington-Fayette; KY,15
Ann Arbor; MI,Los Angeles-Long Beach-Anaheim; CA,167
Ann Arbor; MI,Louisville/Jefferson County; KY-IN,34
Ann Arbor; MI,Madison; WI,40
Ann Arbor; MI,Marquette; MI,11
Ann Arbor; MI,Memphis; TN-MS-AR,16
Ann Arbor; MI,Miami-Fort Lauderdale-West Palm Beach; FL,69
Ann Arbor; MI,Midland; MI,21
Ann Arbor; MI,Milwaukee-Waukesha-West Allis; WI,36
Ann Arbor; MI,Minneapolis-St. Paul-Bloomington; MN-WI,69
Ann Arbor; MI,Monroe; MI,267
Ann Arbor; MI,Mount Pleasant; MI,17
Ann Arbor; MI,Muskegon; MI,22
Ann Arbor; MI,Naples-Immokalee-Marco Island; FL,12
Ann Arbor; MI,Nashville-Davidson--Murfreesboro--Franklin; TN,21
Ann Arbor; MI,New Haven-Milford; CT,11
Ann Arbor; MI,New Orleans-Metairie; LA,11
Ann Arbor; MI,New York-Newark-Jersey City; NY-NJ-PA,256
Ann Arbor; MI,Niles-Benton Harbor; MI,22
Ann Arbor; MI,North Port-Sarasota-Bradenton; FL,29
Ann Arbor; MI,Orlando-Kissimmee-Sanford; FL,50
Ann Arbor; MI,Owosso; MI,13
Ann Arbor; MI,Palm Bay-Melbourne-Titusville; FL,11
Ann Arbor; MI,Philadelphia-Camden-Wilmington; PA-NJ-DE-MD,44
Ann Arbor; MI,Phoenix-Mesa-Scottsdale; AZ,67
Ann Arbor; MI,Pittsburgh; PA,44
Ann Arbor; MI,Portland-South Portland; ME,10
Ann Arbor; MI,Portland-Vancouver-Hillsboro; OR-WA,54
Ann Arbor; MI,Raleigh; NC,36
Ann Arbor; MI,Richmond; VA,11
Ann Arbor; MI,Riverside-San Bernardino-Ontario; CA,13
Ann Arbor; MI,Rochester; NY,10
Ann Arbor; MI,Sacramento--Roseville--Arden-Arcade; CA,13
Ann Arbor; MI,Saginaw; MI,21
Ann Arbor; MI,St. Louis; MO-IL,26
Ann Arbor; MI,Salt Lake City; UT,23
Ann Arbor; MI,San Antonio-New Braunfels; TX,24
Ann Arbor; MI,San Diego-Carlsbad; CA,58
Ann Arbor; MI,San Francisco-Oakland-Hayward; CA,212
Ann Arbor; MI,San Jose-Sunnyvale-Santa Clara; CA,95
Ann Arbor; MI,Seattle-Tacoma-Bellevue; WA,93
Ann Arbor; MI,South Bend-Mishawaka; IN-MI,12
Ann Arbor; MI,Tallahassee; FL,10
Ann Arbor; MI,Tampa-St. Petersburg-Clearwater; FL,53
Ann Arbor; MI,The Villages; FL,11
Ann Arbor; MI,Toledo; OH,98
Ann Arbor; MI,Traverse City; MI,47
Ann Arbor; MI,Tucson; AZ,19
Ann Arbor; MI,Urban Honolulu; HI,11
Ann Arbor; MI,Washington-Arlington-Alexandria; DC-VA-MD-WV,228
Ann Arbor; MI,Winston-Salem; NC,13
Anniston-Oxford-Jacksonville; AL,Albertville; AL,33
Anniston-Oxford-Jacksonville; AL,Atlanta-Sandy Springs-Roswell; GA,144
Anniston-Oxford-Jacksonville; AL,Auburn-Opelika; AL,25
Anniston-Oxford-Jacksonville; AL,Birmingham-Hoover; AL,298
Anniston-Oxford-Jacksonville; AL,Columbus; GA-AL,10
Anniston-Oxford-Jacksonville; AL,Cullman; AL,11
Anniston-Oxford-Jacksonville; AL,Daphne-Fairhope-Foley; AL,29
Anniston-Oxford-Jacksonville; AL,Decatur; AL,13
Anniston-Oxford-Jacksonville; AL,Gadsden; AL,206
Anniston-Oxford-Jacksonville; AL,Huntsville; AL,34
Anniston-Oxford-Jacksonville; AL,Mobile; AL,19
Anniston-Oxford-Jacksonville; AL,Montgomery; AL,26
Anniston-Oxford-Jacksonville; AL,Pueblo; CO,15
Anniston-Oxford-Jacksonville; AL,Richmond-Berea; KY,12
Anniston-Oxford-Jacksonville; AL,Rome; GA,17
Anniston-Oxford-Jacksonville; AL,Talladega-Sylacauga; AL,351
Anniston-Oxford-Jacksonville; AL,Tuscaloosa; AL,21
Appleton; WI,Atlanta-Sandy Springs-Roswell; GA,10
Appleton; WI,Austin-Round Rock; TX,10
Appleton; WI,Baraboo; WI,12
Appleton; WI,Chicago-Naperville-Elgin; IL-IN-WI,99
Appleton; WI,Denver-Aurora-Lakewood; CO,10
Appleton; WI,Eau Claire; WI,21
Appleton; WI,Fond du Lac; WI,104
Appleton; WI,Green Bay; WI,677
Appleton; WI,Houston-The Woodlands-Sugar Land; TX,17
Appleton; WI,Iron Mountain; MI-WI,10
Appleton; WI,Janesville-Beloit; WI,15
